step,t_s,thruster
1579,394.75,POD3_RNEG
1582,395.5,POD0_RNEG
1582,395.5,POD1_RNEG
1582,395.5,POD2_RNEG
1582,395.5,POD3_RNEG
1589,397.25,POD0_RPOS
1589,397.25,POD1_RPOS
1589,397.25,POD2_RPOS
1589,397.25,POD3_RPOS
1590,397.5,POD0_RPOS
1590,397.5,POD1_RPOS
1590,397.5,POD2_RPOS
1590,397.5,POD3_RPOS
1593,398.25,POD0_RPOS
1593,398.25,POD1_RPOS
1593,398.25,POD2_RPOS
1593,398.25,POD3_RPOS
1596,399.0,POD0_RPOS
1596,399.0,POD1_RPOS
1596,399.0,POD2_RPOS
1596,399.0,POD3_RPOS
1600,400.0,POD0_RPOS
1600,400.0,POD1_RPOS
1600,400.0,POD2_RPOS
1600,400.0,POD3_RPOS
1609,402.25,POD0_RNEG
1609,402.25,POD1_RNEG
1609,402.25,POD2_RNEG
1609,402.25,POD3_RNEG
1613,403.25,POD0_RNEG
1613,403.25,POD1_RNEG
1613,403.25,POD2_RNEG
1613,403.25,POD3_RNEG
1617,404.25,POD0_RNEG
1617,404.25,POD1_RNEG
1617,404.25,POD2_RNEG
1617,404.25,POD3_RNEG
1618,404.5,POD0_RNEG
1618,404.5,POD1_RNEG
1618,404.5,POD2_RNEG
1618,404.5,POD3_RNEG
1629,407.25,POD0_RPOS
1629,407.25,POD1_RPOS
1629,407.25,POD2_RPOS
1629,407.25,POD3_RPOS
1633,408.25,POD0_RPOS
1633,408.25,POD1_RPOS
1633,408.25,POD2_RPOS
1633,408.25,POD3_RPOS
1634,408.5,POD0_RPOS
1634,408.5,POD1_RPOS
1634,408.5,POD2_RPOS
1634,408.5,POD3_RPOS
1649,412.25,POD0_RNEG
1649,412.25,POD1_RNEG
1649,412.25,POD2_RNEG
1649,412.25,POD3_RNEG
1650,412.5,POD0_RNEG
1650,412.5,POD1_RNEG
1650,412.5,POD2_RNEG
1650,412.5,POD3_RNEG
1667,416.75,POD0_RPOS
1667,416.75,POD1_RPOS
1667,416.75,POD2_RPOS
1667,416.75,POD3_RPOS
1673,418.25,POD0_RNEG
1673,418.25,POD1_RNEG
1673,418.25,POD2_RNEG
1673,418.25,POD3_RNEG
1698,424.5,POD0_RPOS
1698,424.5,POD1_RPOS
1698,424.5,POD2_RPOS
1698,424.5,POD3_RPOS
1710,427.5,POD0_RNEG
1710,427.5,POD1_RNEG
1710,427.5,POD2_RNEG
1710,427.5,POD3_RNEG
1738,434.5,POD0_RPOS
1738,434.5,POD1_RPOS
1738,434.5,POD2_RPOS
1738,434.5,POD3_RPOS
1745,436.25,POD0_RNEG
1745,436.25,POD1_RNEG
1745,436.25,POD2_RNEG
1745,436.25,POD3_RNEG
1746,436.5,POD0_RNEG
1746,436.5,POD1_RNEG
1746,436.5,POD2_RNEG
1746,436.5,POD3_RNEG
1764,441.0,POD0_RPOS
1764,441.0,POD1_RPOS
1764,441.0,POD2_RPOS
1764,441.0,POD3_RPOS
1765,441.25,POD0_RPOS
1765,441.25,POD1_RPOS
1765,441.25,POD2_RPOS
1765,441.25,POD3_RPOS
1778,444.5,POD0_RNEG
1778,444.5,POD1_RNEG
1778,444.5,POD2_RNEG
1778,444.5,POD3_RNEG
1786,446.5,POD0_RNEG
1786,446.5,POD1_RNEG
1786,446.5,POD2_RNEG
1786,446.5,POD3_RNEG
1794,448.5,POD0_RPOS
1794,448.5,POD1_RPOS
1794,448.5,POD2_RPOS
1794,448.5,POD3_RPOS
1798,449.5,POD0_RPOS
1798,449.5,POD1_RPOS
1798,449.5,POD2_RPOS
1798,449.5,POD3_RPOS
1799,449.75,POD0_RPOS
1799,449.75,POD1_RPOS
1799,449.75,POD2_RPOS
1799,449.75,POD3_RPOS
1805,451.25,POD0_RPOS
1805,451.25,POD1_RPOS
1805,451.25,POD2_RPOS
1805,451.25,POD3_RPOS
1812,453.0,POD0_RNEG
1812,453.0,POD1_RNEG
1812,453.0,POD2_RNEG
1812,453.0,POD3_RNEG
1816,454.0,POD0_RNEG
1816,454.0,POD1_RNEG
1816,454.0,POD2_RNEG
1816,454.0,POD3_RNEG
1819,454.75,POD0_RNEG
1819,454.75,POD1_RNEG
1819,454.75,POD2_RNEG
1819,454.75,POD3_RNEG
1833,458.25,POD0_RPOS
1833,458.25,POD1_RPOS
1833,458.25,POD2_RPOS
1833,458.25,POD3_RPOS
1837,459.25,POD0_RPOS
1837,459.25,POD1_RPOS
1837,459.25,POD2_RPOS
1837,459.25,POD3_RPOS
1843,460.75,POD0_RPOS
1843,460.75,POD1_RPOS
1843,460.75,POD2_RPOS
1843,460.75,POD3_RPOS
1847,461.75,POD0_RNEG
1847,461.75,POD1_RNEG
1847,461.75,POD2_RNEG
1847,461.75,POD3_RNEG
1848,462.0,POD0_RNEG
1848,462.0,POD1_RNEG
1848,462.0,POD2_RNEG
1848,462.0,POD3_RNEG
1853,463.25,POD0_RNEG
1853,463.25,POD1_RNEG
1853,463.25,POD2_RNEG
1853,463.25,POD3_RNEG
1859,464.75,POD0_RNEG
1859,464.75,POD1_RNEG
1859,464.75,POD2_RNEG
1859,464.75,POD3_RNEG
1869,467.25,POD0_RPOS
1869,467.25,POD1_RPOS
1869,467.25,POD2_RPOS
1869,467.25,POD3_RPOS
1873,468.25,POD0_RPOS
1873,468.25,POD1_RPOS
1873,468.25,POD2_RPOS
1873,468.25,POD3_RPOS
1874,468.5,POD0_RPOS
1874,468.5,POD1_RPOS
1874,468.5,POD2_RPOS
1874,468.5,POD3_RPOS
1879,469.75,POD0_RPOS
1879,469.75,POD1_RPOS
1879,469.75,POD2_RPOS
1879,469.75,POD3_RPOS
1880,470.0,POD0_RPOS
1880,470.0,POD1_RPOS
1880,470.0,POD2_RPOS
1880,470.0,POD3_RPOS
1887,471.75,POD0_RNEG
1887,471.75,POD1_RNEG
1887,471.75,POD2_RNEG
1887,471.75,POD3_RNEG
1890,472.5,POD0_RNEG
1890,472.5,POD1_RNEG
1890,472.5,POD2_RNEG
1890,472.5,POD3_RNEG
1894,473.5,POD0_RNEG
1894,473.5,POD1_RNEG
1894,473.5,POD2_RNEG
1894,473.5,POD3_RNEG
1907,476.75,POD0_RPOS
1907,476.75,POD1_RPOS
1907,476.75,POD2_RPOS
1907,476.75,POD3_RPOS
1911,477.75,POD0_RPOS
1911,477.75,POD1_RPOS
1911,477.75,POD2_RPOS
1911,477.75,POD3_RPOS
1912,478.0,POD0_RPOS
1912,478.0,POD1_RPOS
1912,478.0,POD2_RPOS
1912,478.0,POD3_RPOS
1917,479.25,POD0_RPOS
1917,479.25,POD1_RPOS
1917,479.25,POD2_RPOS
1917,479.25,POD3_RPOS
1918,479.5,POD0_RPOS
1918,479.5,POD1_RPOS
1918,479.5,POD2_RPOS
1918,479.5,POD3_RPOS
1922,480.5,POD0_RNEG
1922,480.5,POD1_RNEG
1922,480.5,POD2_RNEG
1922,480.5,POD3_RNEG
1923,480.75,POD0_RNEG
1923,480.75,POD1_RNEG
1923,480.75,POD2_RNEG
1923,480.75,POD3_RNEG
1928,482.0,POD0_RNEG
1928,482.0,POD1_RNEG
1928,482.0,POD2_RNEG
1928,482.0,POD3_RNEG
1933,483.25,POD0_RNEG
1933,483.25,POD1_RNEG
1933,483.25,POD2_RNEG
1933,483.25,POD3_RNEG
1943,485.75,POD0_RPOS
1943,485.75,POD1_RPOS
1943,485.75,POD2_RPOS
1943,485.75,POD3_RPOS
1944,486.0,POD0_RPOS
1944,486.0,POD1_RPOS
1944,486.0,POD2_RPOS
1944,486.0,POD3_RPOS
1948,487.0,POD0_RPOS
1948,487.0,POD1_RPOS
1948,487.0,POD2_RPOS
1948,487.0,POD3_RPOS
1953,488.25,POD0_RPOS
1953,488.25,POD1_RPOS
1953,488.25,POD2_RPOS
1953,488.25,POD3_RPOS
1954,488.5,POD0_RPOS
1954,488.5,POD1_RPOS
1954,488.5,POD2_RPOS
1954,488.5,POD3_RPOS
1960,490.0,POD0_RNEG
1960,490.0,POD1_RNEG
1960,490.0,POD2_RNEG
1960,490.0,POD3_RNEG
1961,490.25,POD0_RNEG
1961,490.25,POD1_RNEG
1961,490.25,POD2_RNEG
1961,490.25,POD3_RNEG
1964,491.0,POD0_RNEG
1964,491.0,POD1_RNEG
1964,491.0,POD2_RNEG
1964,491.0,POD3_RNEG
1968,492.0,POD0_RNEG
1968,492.0,POD1_RNEG
1968,492.0,POD2_RNEG
1968,492.0,POD3_RNEG
1981,495.25,POD0_RPOS
1981,495.25,POD1_RPOS
1981,495.25,POD2_RPOS
1981,495.25,POD3_RPOS
1985,496.25,POD0_RPOS
1985,496.25,POD1_RPOS
1985,496.25,POD2_RPOS
1985,496.25,POD3_RPOS
1991,497.75,POD0_RPOS
1991,497.75,POD1_RPOS
1991,497.75,POD2_RPOS
1991,497.75,POD3_RPOS
1997,499.25,POD0_RNEG
1997,499.25,POD1_RNEG
1997,499.25,POD2_RNEG
1997,499.25,POD3_RNEG
2001,500.25,POD0_RNEG
2001,500.25,POD1_RNEG
2001,500.25,POD2_RNEG
2001,500.25,POD3_RNEG
2002,500.5,POD0_RNEG
2002,500.5,POD1_RNEG
2002,500.5,POD2_RNEG
2002,500.5,POD3_RNEG
2006,501.5,POD0_RNEG
2006,501.5,POD1_RNEG
2006,501.5,POD2_RNEG
2006,501.5,POD3_RNEG
2018,504.5,POD0_RPOS
2018,504.5,POD1_RPOS
2018,504.5,POD2_RPOS
2018,504.5,POD3_RPOS
2022,505.5,POD0_RPOS
2022,505.5,POD1_RPOS
2022,505.5,POD2_RPOS
2022,505.5,POD3_RPOS
2027,506.75,POD0_RPOS
2027,506.75,POD1_RPOS
2027,506.75,POD2_RPOS
2027,506.75,POD3_RPOS
2028,507.0,POD0_RPOS
2028,507.0,POD1_RPOS
2028,507.0,POD2_RPOS
2028,507.0,POD3_RPOS
2034,508.5,POD0_RNEG
2034,508.5,POD1_RNEG
2034,508.5,POD2_RNEG
2034,508.5,POD3_RNEG
2035,508.75,POD0_RNEG
2035,508.75,POD1_RNEG
2035,508.75,POD2_RNEG
2035,508.75,POD3_RNEG
2038,509.5,POD0_RNEG
2038,509.5,POD1_RNEG
2038,509.5,POD2_RNEG
2038,509.5,POD3_RNEG
2042,510.5,POD0_RNEG
2042,510.5,POD1_RNEG
2042,510.5,POD2_RNEG
2042,510.5,POD3_RNEG
2055,513.75,POD0_RPOS
2055,513.75,POD1_RPOS
2055,513.75,POD2_RPOS
2055,513.75,POD3_RPOS
2059,514.75,POD0_RPOS
2059,514.75,POD1_RPOS
2059,514.75,POD2_RPOS
2059,514.75,POD3_RPOS
2065,516.25,POD0_RPOS
2065,516.25,POD1_RPOS
2065,516.25,POD2_RPOS
2065,516.25,POD3_RPOS
2071,517.75,POD0_RNEG
2071,517.75,POD1_RNEG
2071,517.75,POD2_RNEG
2071,517.75,POD3_RNEG
2075,518.75,POD0_RNEG
2075,518.75,POD1_RNEG
2075,518.75,POD2_RNEG
2075,518.75,POD3_RNEG
2076,519.0,POD0_RNEG
2076,519.0,POD1_RNEG
2076,519.0,POD2_RNEG
2076,519.0,POD3_RNEG
2080,520.0,POD0_RNEG
2080,520.0,POD1_RNEG
2080,520.0,POD2_RNEG
2080,520.0,POD3_RNEG
2092,523.0,POD0_RPOS
2092,523.0,POD1_RPOS
2092,523.0,POD2_RPOS
2092,523.0,POD3_RPOS
2096,524.0,POD0_RPOS
2096,524.0,POD1_RPOS
2096,524.0,POD2_RPOS
2096,524.0,POD3_RPOS
2102,525.5,POD0_RPOS
2102,525.5,POD1_RPOS
2102,525.5,POD2_RPOS
2102,525.5,POD3_RPOS
2108,527.0,POD0_RNEG
2108,527.0,POD1_RNEG
2108,527.0,POD2_RNEG
2108,527.0,POD3_RNEG
2109,527.25,POD0_RNEG
2109,527.25,POD1_RNEG
2109,527.25,POD2_RNEG
2109,527.25,POD3_RNEG
2112,528.0,POD0_RNEG
2112,528.0,POD1_RNEG
2112,528.0,POD2_RNEG
2112,528.0,POD3_RNEG
2113,528.25,POD0_RNEG
2113,528.25,POD1_RNEG
2113,528.25,POD2_RNEG
2113,528.25,POD3_RNEG
2116,529.0,POD0_RNEG
2116,529.0,POD1_RNEG
2116,529.0,POD2_RNEG
2116,529.0,POD3_RNEG
2117,529.25,POD0_RNEG
2117,529.25,POD1_RNEG
2117,529.25,POD2_RNEG
2117,529.25,POD3_RNEG
2129,532.25,POD0_RPOS
2129,532.25,POD1_RPOS
2129,532.25,POD2_RPOS
2129,532.25,POD3_RPOS
2133,533.25,POD0_RPOS
2133,533.25,POD1_RPOS
2133,533.25,POD2_RPOS
2133,533.25,POD3_RPOS
2139,534.75,POD0_RPOS
2139,534.75,POD1_RPOS
2139,534.75,POD2_RPOS
2139,534.75,POD3_RPOS
2140,535.0,POD0_RPOS
2140,535.0,POD1_RPOS
2140,535.0,POD2_RPOS
2140,535.0,POD3_RPOS
2145,536.25,POD0_RNEG
2145,536.25,POD1_RNEG
2145,536.25,POD2_RNEG
2145,536.25,POD3_RNEG
2149,537.25,POD0_RNEG
2149,537.25,POD1_RNEG
2149,537.25,POD2_RNEG
2149,537.25,POD3_RNEG
2150,537.5,POD0_RNEG
2150,537.5,POD1_RNEG
2150,537.5,POD2_RNEG
2150,537.5,POD3_RNEG
2154,538.5,POD0_RNEG
2154,538.5,POD1_RNEG
2154,538.5,POD2_RNEG
2154,538.5,POD3_RNEG
2166,541.5,POD0_RPOS
2166,541.5,POD1_RPOS
2166,541.5,POD2_RPOS
2166,541.5,POD3_RPOS
2170,542.5,POD0_RPOS
2170,542.5,POD1_RPOS
2170,542.5,POD2_RPOS
2170,542.5,POD3_RPOS
2176,544.0,POD0_RPOS
2176,544.0,POD1_RPOS
2176,544.0,POD2_RPOS
2176,544.0,POD3_RPOS
2182,545.5,POD0_RNEG
2182,545.5,POD1_RNEG
2182,545.5,POD2_RNEG
2182,545.5,POD3_RNEG
2183,545.75,POD0_RNEG
2183,545.75,POD1_RNEG
2183,545.75,POD2_RNEG
2183,545.75,POD3_RNEG
2186,546.5,POD0_RNEG
2186,546.5,POD1_RNEG
2186,546.5,POD2_RNEG
2186,546.5,POD3_RNEG
2187,546.75,POD0_RNEG
2187,546.75,POD1_RNEG
2187,546.75,POD2_RNEG
2187,546.75,POD3_RNEG
2190,547.5,POD0_RNEG
2190,547.5,POD1_RNEG
2190,547.5,POD2_RNEG
2190,547.5,POD3_RNEG
2191,547.75,POD0_RNEG
2191,547.75,POD1_RNEG
2191,547.75,POD2_RNEG
2191,547.75,POD3_RNEG
2203,550.75,POD0_RPOS
2203,550.75,POD1_RPOS
2203,550.75,POD2_RPOS
2203,550.75,POD3_RPOS
2207,551.75,POD0_RPOS
2207,551.75,POD1_RPOS
2207,551.75,POD2_RPOS
2207,551.75,POD3_RPOS
2213,553.25,POD0_RPOS
2213,553.25,POD1_RPOS
2213,553.25,POD2_RPOS
2213,553.25,POD3_RPOS
2219,554.75,POD0_RNEG
2219,554.75,POD1_RNEG
2219,554.75,POD2_RNEG
2219,554.75,POD3_RNEG
2223,555.75,POD0_RNEG
2223,555.75,POD1_RNEG
2223,555.75,POD2_RNEG
2223,555.75,POD3_RNEG
2224,556.0,POD0_RNEG
2224,556.0,POD1_RNEG
2224,556.0,POD2_RNEG
2224,556.0,POD3_RNEG
2228,557.0,POD0_RNEG
2228,557.0,POD1_RNEG
2228,557.0,POD2_RNEG
2228,557.0,POD3_RNEG
2240,560.0,POD0_RPOS
2240,560.0,POD1_RPOS
2240,560.0,POD2_RPOS
2240,560.0,POD3_RPOS
2244,561.0,POD0_RPOS
2244,561.0,POD1_RPOS
2244,561.0,POD2_RPOS
2244,561.0,POD3_RPOS
2250,562.5,POD0_RPOS
2250,562.5,POD1_RPOS
2250,562.5,POD2_RPOS
2250,562.5,POD3_RPOS
2256,564.0,POD0_RNEG
2256,564.0,POD1_RNEG
2256,564.0,POD2_RNEG
2256,564.0,POD3_RNEG
2260,565.0,POD0_RNEG
2260,565.0,POD1_RNEG
2260,565.0,POD2_RNEG
2260,565.0,POD3_RNEG
2261,565.25,POD0_RNEG
2261,565.25,POD1_RNEG
2261,565.25,POD2_RNEG
2261,565.25,POD3_RNEG
2264,566.0,POD0_RNEG
2264,566.0,POD1_RNEG
2264,566.0,POD2_RNEG
2264,566.0,POD3_RNEG
2265,566.25,POD0_RNEG
2265,566.25,POD1_RNEG
2265,566.25,POD2_RNEG
2265,566.25,POD3_RNEG
2277,569.25,POD0_RPOS
2277,569.25,POD1_RPOS
2277,569.25,POD2_RPOS
2277,569.25,POD3_RPOS
2281,570.25,POD0_RPOS
2281,570.25,POD1_RPOS
2281,570.25,POD2_RPOS
2281,570.25,POD3_RPOS
2287,571.75,POD0_RPOS
2287,571.75,POD1_RPOS
2287,571.75,POD2_RPOS
2287,571.75,POD3_RPOS
2293,573.25,POD0_RNEG
2293,573.25,POD1_RNEG
2293,573.25,POD2_RNEG
2293,573.25,POD3_RNEG
2297,574.25,POD0_RNEG
2297,574.25,POD1_RNEG
2297,574.25,POD2_RNEG
2297,574.25,POD3_RNEG
2298,574.5,POD0_RNEG
2298,574.5,POD1_RNEG
2298,574.5,POD2_RNEG
2298,574.5,POD3_RNEG
2302,575.5,POD0_RNEG
2302,575.5,POD1_RNEG
2302,575.5,POD2_RNEG
2302,575.5,POD3_RNEG
2314,578.5,POD0_RPOS
2314,578.5,POD1_RPOS
2314,578.5,POD2_RPOS
2314,578.5,POD3_RPOS
2318,579.5,POD0_RPOS
2318,579.5,POD1_RPOS
2318,579.5,POD2_RPOS
2318,579.5,POD3_RPOS
2324,581.0,POD0_RPOS
2324,581.0,POD1_RPOS
2324,581.0,POD2_RPOS
2324,581.0,POD3_RPOS
2330,582.5,POD0_RNEG
2330,582.5,POD1_RNEG
2330,582.5,POD2_RNEG
2330,582.5,POD3_RNEG
2334,583.5,POD0_RNEG
2334,583.5,POD1_RNEG
2334,583.5,POD2_RNEG
2334,583.5,POD3_RNEG
2335,583.75,POD0_RNEG
2335,583.75,POD1_RNEG
2335,583.75,POD2_RNEG
2335,583.75,POD3_RNEG
2338,584.5,POD0_RNEG
2338,584.5,POD1_RNEG
2338,584.5,POD2_RNEG
2338,584.5,POD3_RNEG
2339,584.75,POD0_RNEG
2339,584.75,POD1_RNEG
2339,584.75,POD2_RNEG
2339,584.75,POD3_RNEG
2351,587.75,POD0_RPOS
2351,587.75,POD1_RPOS
2351,587.75,POD2_RPOS
2351,587.75,POD3_RPOS
2355,588.75,POD0_RPOS
2355,588.75,POD1_RPOS
2355,588.75,POD2_RPOS
2355,588.75,POD3_RPOS
2361,590.25,POD0_RPOS
2361,590.25,POD1_RPOS
2361,590.25,POD2_RPOS
2361,590.25,POD3_RPOS
2367,591.75,POD0_RNEG
2367,591.75,POD1_RNEG
2367,591.75,POD2_RNEG
2367,591.75,POD3_RNEG
2371,592.75,POD0_RNEG
2371,592.75,POD1_RNEG
2371,592.75,POD2_RNEG
2371,592.75,POD3_RNEG
2372,593.0,POD0_RNEG
2372,593.0,POD1_RNEG
2372,593.0,POD2_RNEG
2372,593.0,POD3_RNEG
2376,594.0,POD0_RNEG
2376,594.0,POD1_RNEG
2376,594.0,POD2_RNEG
2376,594.0,POD3_RNEG
2388,597.0,POD0_RPOS
2388,597.0,POD1_RPOS
2388,597.0,POD2_RPOS
2388,597.0,POD3_RPOS
2392,598.0,POD0_RPOS
2392,598.0,POD1_RPOS
2392,598.0,POD2_RPOS
2392,598.0,POD3_RPOS
2398,599.5,POD0_RPOS
2398,599.5,POD1_RPOS
2398,599.5,POD2_RPOS
2398,599.5,POD3_RPOS
2404,601.0,POD0_RNEG
2404,601.0,POD1_RNEG
2404,601.0,POD2_RNEG
2404,601.0,POD3_RNEG
2408,602.0,POD0_RNEG
2408,602.0,POD1_RNEG
2408,602.0,POD2_RNEG
2408,602.0,POD3_RNEG
2409,602.25,POD0_RNEG
2409,602.25,POD1_RNEG
2409,602.25,POD2_RNEG
2409,602.25,POD3_RNEG
2412,603.0,POD0_RNEG
2412,603.0,POD1_RNEG
2412,603.0,POD2_RNEG
2412,603.0,POD3_RNEG
2413,603.25,POD0_RNEG
2413,603.25,POD1_RNEG
2413,603.25,POD2_RNEG
2413,603.25,POD3_RNEG
2425,606.25,POD0_RPOS
2425,606.25,POD1_RPOS
2425,606.25,POD2_RPOS
2425,606.25,POD3_RPOS
2429,607.25,POD0_RPOS
2429,607.25,POD1_RPOS
2429,607.25,POD2_RPOS
2429,607.25,POD3_RPOS
2435,608.75,POD0_RPOS
2435,608.75,POD1_RPOS
2435,608.75,POD2_RPOS
2435,608.75,POD3_RPOS
2441,610.25,POD0_RNEG
2441,610.25,POD1_RNEG
2441,610.25,POD2_RNEG
2441,610.25,POD3_RNEG
2445,611.25,POD0_RNEG
2445,611.25,POD1_RNEG
2445,611.25,POD2_RNEG
2445,611.25,POD3_RNEG
2446,611.5,POD0_RNEG
2446,611.5,POD1_RNEG
2446,611.5,POD2_RNEG
2446,611.5,POD3_RNEG
2450,612.5,POD0_RNEG
2450,612.5,POD1_RNEG
2450,612.5,POD2_RNEG
2450,612.5,POD3_RNEG
2462,615.5,POD0_RPOS
2462,615.5,POD1_RPOS
2462,615.5,POD2_RPOS
2462,615.5,POD3_RPOS
2466,616.5,POD0_RPOS
2466,616.5,POD1_RPOS
2466,616.5,POD2_RPOS
2466,616.5,POD3_RPOS
2472,618.0,POD0_RPOS
2472,618.0,POD1_RPOS
2472,618.0,POD2_RPOS
2472,618.0,POD3_RPOS
2478,619.5,POD0_RNEG
2478,619.5,POD1_RNEG
2478,619.5,POD2_RNEG
2478,619.5,POD3_RNEG
2482,620.5,POD0_RNEG
2482,620.5,POD1_RNEG
2482,620.5,POD2_RNEG
2482,620.5,POD3_RNEG
2483,620.75,POD0_RNEG
2483,620.75,POD1_RNEG
2483,620.75,POD2_RNEG
2483,620.75,POD3_RNEG
2486,621.5,POD0_RNEG
2486,621.5,POD1_RNEG
2486,621.5,POD2_RNEG
2486,621.5,POD3_RNEG
2487,621.75,POD0_RNEG
2487,621.75,POD1_RNEG
2487,621.75,POD2_RNEG
2487,621.75,POD3_RNEG
2499,624.75,POD0_RPOS
2499,624.75,POD1_RPOS
2499,624.75,POD2_RPOS
2499,624.75,POD3_RPOS
2503,625.75,POD0_RPOS
2503,625.75,POD1_RPOS
2503,625.75,POD2_RPOS
2503,625.75,POD3_RPOS
2509,627.25,POD0_RPOS
2509,627.25,POD1_RPOS
2509,627.25,POD2_RPOS
2509,627.25,POD3_RPOS
2515,628.75,POD0_RNEG
2515,628.75,POD1_RNEG
2515,628.75,POD2_RNEG
2515,628.75,POD3_RNEG
2519,629.75,POD0_RNEG
2519,629.75,POD1_RNEG
2519,629.75,POD2_RNEG
2519,629.75,POD3_RNEG
2520,630.0,POD0_RNEG
2520,630.0,POD1_RNEG
2520,630.0,POD2_RNEG
2520,630.0,POD3_RNEG
2524,631.0,POD0_RNEG
2524,631.0,POD1_RNEG
2524,631.0,POD2_RNEG
2524,631.0,POD3_RNEG
2536,634.0,POD0_RPOS
2536,634.0,POD1_RPOS
2536,634.0,POD2_RPOS
2536,634.0,POD3_RPOS
2540,635.0,POD0_RPOS
2540,635.0,POD1_RPOS
2540,635.0,POD2_RPOS
2540,635.0,POD3_RPOS
2545,636.25,POD0_RPOS
2545,636.25,POD1_RPOS
2545,636.25,POD2_RPOS
2545,636.25,POD3_RPOS
2546,636.5,POD0_RPOS
2546,636.5,POD1_RPOS
2546,636.5,POD2_RPOS
2546,636.5,POD3_RPOS
2552,638.0,POD0_RNEG
2552,638.0,POD1_RNEG
2552,638.0,POD2_RNEG
2552,638.0,POD3_RNEG
2556,639.0,POD0_RNEG
2556,639.0,POD1_RNEG
2556,639.0,POD2_RNEG
2556,639.0,POD3_RNEG
2557,639.25,POD0_RNEG
2557,639.25,POD1_RNEG
2557,639.25,POD2_RNEG
2557,639.25,POD3_RNEG
2560,640.0,POD0_RNEG
2560,640.0,POD1_RNEG
2560,640.0,POD2_RNEG
2560,640.0,POD3_RNEG
2561,640.25,POD0_RNEG
2561,640.25,POD1_RNEG
2561,640.25,POD2_RNEG
2561,640.25,POD3_RNEG
2573,643.25,POD0_RPOS
2573,643.25,POD1_RPOS
2573,643.25,POD2_RPOS
2573,643.25,POD3_RPOS
2577,644.25,POD0_RPOS
2577,644.25,POD1_RPOS
2577,644.25,POD2_RPOS
2577,644.25,POD3_RPOS
2583,645.75,POD0_RPOS
2583,645.75,POD1_RPOS
2583,645.75,POD2_RPOS
2583,645.75,POD3_RPOS
2589,647.25,POD0_RNEG
2589,647.25,POD1_RNEG
2589,647.25,POD2_RNEG
2589,647.25,POD3_RNEG
2593,648.25,POD0_RNEG
2593,648.25,POD1_RNEG
2593,648.25,POD2_RNEG
2593,648.25,POD3_RNEG
2594,648.5,POD0_RNEG
2594,648.5,POD1_RNEG
2594,648.5,POD2_RNEG
2594,648.5,POD3_RNEG
2598,649.5,POD0_RNEG
2598,649.5,POD1_RNEG
2598,649.5,POD2_RNEG
2598,649.5,POD3_RNEG
2610,652.5,POD0_RPOS
2610,652.5,POD1_RPOS
2610,652.5,POD2_RPOS
2610,652.5,POD3_RPOS
2614,653.5,POD0_RPOS
2614,653.5,POD1_RPOS
2614,653.5,POD2_RPOS
2614,653.5,POD3_RPOS
2620,655.0,POD0_RPOS
2620,655.0,POD1_RPOS
2620,655.0,POD2_RPOS
2620,655.0,POD3_RPOS
2626,656.5,POD0_RNEG
2626,656.5,POD1_RNEG
2626,656.5,POD2_RNEG
2626,656.5,POD3_RNEG
2630,657.5,POD0_RNEG
2630,657.5,POD1_RNEG
2630,657.5,POD2_RNEG
2630,657.5,POD3_RNEG
2631,657.75,POD0_RNEG
2631,657.75,POD1_RNEG
2631,657.75,POD2_RNEG
2631,657.75,POD3_RNEG
2634,658.5,POD0_RNEG
2634,658.5,POD1_RNEG
2634,658.5,POD2_RNEG
2634,658.5,POD3_RNEG
2635,658.75,POD0_RNEG
2635,658.75,POD1_RNEG
2635,658.75,POD2_RNEG
2635,658.75,POD3_RNEG
2647,661.75,POD0_RPOS
2647,661.75,POD1_RPOS
2647,661.75,POD2_RPOS
2647,661.75,POD3_RPOS
2651,662.75,POD0_RPOS
2651,662.75,POD1_RPOS
2651,662.75,POD2_RPOS
2651,662.75,POD3_RPOS
2657,664.25,POD0_RPOS
2657,664.25,POD1_RPOS
2657,664.25,POD2_RPOS
2657,664.25,POD3_RPOS
2663,665.75,POD0_RNEG
2663,665.75,POD1_RNEG
2663,665.75,POD2_RNEG
2663,665.75,POD3_RNEG
2667,666.75,POD0_RNEG
2667,666.75,POD1_RNEG
2667,666.75,POD2_RNEG
2667,666.75,POD3_RNEG
2668,667.0,POD0_RNEG
2668,667.0,POD1_RNEG
2668,667.0,POD2_RNEG
2668,667.0,POD3_RNEG
2672,668.0,POD0_RNEG
2672,668.0,POD1_RNEG
2672,668.0,POD2_RNEG
2672,668.0,POD3_RNEG
2684,671.0,POD0_RPOS
2684,671.0,POD1_RPOS
2684,671.0,POD2_RPOS
2684,671.0,POD3_RPOS
2688,672.0,POD0_RPOS
2688,672.0,POD1_RPOS
2688,672.0,POD2_RPOS
2688,672.0,POD3_RPOS
2694,673.5,POD0_RPOS
2694,673.5,POD1_RPOS
2694,673.5,POD2_RPOS
2694,673.5,POD3_RPOS
2700,675.0,POD0_RNEG
2700,675.0,POD1_RNEG
2700,675.0,POD2_RNEG
2700,675.0,POD3_RNEG
2704,676.0,POD0_RNEG
2704,676.0,POD1_RNEG
2704,676.0,POD2_RNEG
2704,676.0,POD3_RNEG
2705,676.25,POD0_RNEG
2705,676.25,POD1_RNEG
2705,676.25,POD2_RNEG
2705,676.25,POD3_RNEG
2708,677.0,POD0_RNEG
